wavelength	flux
131.25	0.021493997
131.35	0.021652
131.45	0.013204001
131.55	0.016997999
131.65001	0.031941
131.75	0.021746
131.85	0.028560001
131.95	0.027409999
132.05	0.01315
132.15001	0.013052999
132.25	0.014125001
132.35	0.023298
132.45	0.016906
132.55	0.014014999
132.65001	0.018857999
132.75	0.015588999
132.85	0.026811
132.95	0.034226
133.05	0.017327
133.15001	0.015711
133.25	0.016012
133.35	0.058138
133.45	0.53812
133.55	0.73368996
133.65001	0.21829
133.75	0.019071
133.85	0.018613
133.95	0.016858
134.05	0.017308999
134.15001	0.018203
134.25	0.018584
134.35	0.017261
134.45	0.017227
134.55	0.017476
134.65001	0.017966
134.75	0.017402
134.85	0.017556999
134.95	0.018339
135.05	0.01929
135.15001	0.057072002
135.25	0.027591998
135.35	0.020097
135.45	0.026402999
135.55	0.093192995
135.65001	0.042721
135.75	0.032036003
135.85	0.049632
135.95	0.036678
136.05	0.024841
136.15001	0.029543001
136.25	0.021839
136.35	0.026382001
136.45	0.031611003
136.55	0.021218002
136.65001	0.021855999
136.75	0.023280999
136.85	0.025301
136.95	0.026567
137.05	0.030302
137.15001	0.031794
137.25	0.028246999
137.35	0.025826002
137.45	0.026177
137.55	0.025007
137.65001	0.026583001
137.75	0.025057
137.85	0.024458
137.95	0.0297
138.05	0.027162
138.15001	0.031236999
138.25	0.025646
138.35	0.024933
138.45	0.024957001
138.55	0.025797
138.65001	0.026739
138.75	0.028261
138.85	0.028559
138.95	0.027208
139.05	0.026742
139.15001	0.027654
139.25	0.03686
139.35	0.27640998
139.45	0.13628
139.55	0.029959999
139.65001	0.031103998
139.75	0.030506
139.85	0.031389
139.95	0.037162002
140.05	0.046473
140.15001	0.066326
140.25	0.15948999
140.35	0.084793
140.45	0.044781003
140.55	0.044435002
140.65001	0.037237
140.75	0.037336998
140.85	0.034395
140.95	0.035023
141.05	0.03611
141.15001	0.042381003
141.25	0.041489
141.35	0.037614003
